tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids
28641,2,28641,Bombus,bumble bees,eukaryota,false,1354175756.3677688,100,99,235166.98610867682,4426427,10728,3978178,93.9215,839.482,10^-190.093,0.017132,0.0726847,,,100,210046.71068702836,3953601,7218,3592094,90.4859,263.438,10^0.00193541,,,,,"[30195, 207650, 2705177, 132113, 103933, 65598, 30192, 30198, 130691, 130704, 28643, 130705, 421270, 30193, 1164557, 395520, 60898, 395534, 130678, 130701, 85660, 207636, 396416, 309967, 184053, 203815, 1276025, 30202, 309959, 239131, 1164558, 207624, 30194]"
30195,1,28641,Bombus terrestris,buff-tailed bumblebee,eukaryota,false,1354175756.3677688,100,99,83191.30148018604,1565867,3476,1380821,92.9761,819.513,10^-189.258,0.017132,0.0726847,,,100,53881.78105604652,1014189,2597,882904,90.5461,253.64,10^0.00220088,,,,,
207650,1,28641,Bombus vosnesenskii,"",eukaryota,false,878871241.2891309,100,100,46444.18702065452,874195,1689,779601,93.6162,498.933,10^-165.282,,,,,100,41907.378978465116,788801,1049,743007,86.1575,168.532,10^0.00100622,,,,,
2705177,1,28641,Bombus vancouverensis,"",eukaryota,false,863454711.2989488,100,100,29893.44970713017,562669,1588,510982,93.8801,1163.02,10^-252.704,,,,,100,56750.95591983601,1068194,1432,988194,90.2115,270.678,10^0.00159358,,,,,
132113,1,28641,Bombus impatiens,common eastern bumble bee,eukaryota,false,836141941.0691559,100,100,38959.30911101435,733311,1932,672520,95.0087,891.994,10^-211.429,,,,,100,45044.47808701138,847849,1653,794295,93.3478,250.842,10^0.00116894,,,,,
103933,1,28641,Bombus bifarius,"",eukaryota,false,477371502.17424726,100,100,36282.2449093388,682922,2001,627398,94.7001,945.388,10^-147.6,,,,,100,11817.727757179315,222439,475,174111,93.0574,550.938,10^0.00594057,,,,,
65598,1,28641,Bombus pascuorum,"",eukaryota,false,3679407.9566088133,100,100,294.54134700210903,5544,11,5414,98.8627,162.755,10^-76.4578,,,,,100,76.34486212879341,1437,3,1433,96.7399,44.7811,10^0.0535019,,,,,
30192,1,28641,Bombus lapidarius,"",eukaryota,false,2128151.5496028466,100,100,1.540710509210166,29,1,27,98.6722,78.4615,10^-31.2006,,,,,100,211.28985155616658,3977,2,1503,94.5358,49.3776,10^8.70295e-09,,,,,
30198,1,28641,Bombus bohemicus,"",eukaryota,false,1567274.483506893,100,,,,,,,,,,,,,100,156.72744835068931,2950,1,2950,100.0,59.0,10^8.16e-37,,,,,
130691,1,28641,Bombus diversus,"",eukaryota,false,1300875.0108747368,100,100,2.2845017895185222,43,1,40,96.9005,518.75,10^-293.406,,,,,100,127.82584431585033,2406,1,2403,83.9445,572.506,10^2.26079e-14,,,,,
130704,1,28641,Bombus ignitus,"",eukaryota,false,1274991.0743200057,100,100,64.55045754104661,1215,9,974,92.2788,162.184,10^-60.8752,,,,,100,63.594154466364444,1197,1,1170,90.6368,187.606,10^3.73324e-07,,,,,
28643,1,28641,Bombus pensylvanicus,"",eukaryota,false,228327.9846700873,100,100,22.473122255031043,423,13,315,98.0663,396.073,10^-219.259,,,,,100,0.584407434527994,11,1,7,71.3588,39.6,10^7.02e-06,,,,,
130705,1,28641,Bombus koreanus,"",eukaryota,false,55779.033228267355,100,100,0.053127948593454,1,,,62.914,151.0,10^-13.6619,,,,,100,5.525306653719216,104,1,103,95.5677,265.776,10^1.08163e-26,,,,,
421270,1,28641,Bombus funerarius,"",eukaryota,false,36291.70168418843,100,100,3.6658284529483263,69,3,58,86.7193,137.339,10^-29.1057,,,,,,,,,,,,,,,,,
30193,1,28641,Bombus lucorum,white-tailed bumblebee,eukaryota,false,27398.08308964423,100,100,2.2845017895185222,43,1,9,98.7865,104.15,10^-49.3453,,,,,100,0.47815153734108606,9,1,8,90.9689,124.25,10^3.5625e-17,,,,,
1164557,1,28641,Bombus lantschouensis,"",eukaryota,false,15279.598015477373,100,100,1.2750707662428962,24,1,6,94.6299,114.455,10^-54.6071,,,,,100,0.26563974296727005,5,,,97.24,40.8,10^2.1e-11,,,,,
395520,1,28641,Bombus difficillimus,"",eukaryota,false,8941.433748278308,100,100,0.9031751260887181,17,1,9,98.7777,180.562,10^-93.5587,,,,,,,,,,,,,,,,,
60898,1,28641,Bombus ruderarius,"",eukaryota,false,8415.467057203114,100,100,0.850047177495264,16,,,90.4759,64.8125,10^-22.6687,,,,,,,,,,,,,,,,,
395534,1,28641,Bombus impetuosus,"",eukaryota,false,6375.353831214481,100,,,,,,,,,,,,,100,0.6375353831214481,12,,,97.3583,46.9167,10^4.63396e-13,,,,,
130678,1,28641,Bombus ardens,"",eukaryota,false,5790.946396686488,100,100,0.5312794859345401,10,,,97.3256,143.0,10^-79.9802,,,,,100,0.053127948593454,1,,,93.9,49.0,10^5.32e-28,,,,,
130701,1,28641,Bombus hypocrita,"",eukaryota,false,5275.605295329982,100,100,0.37189564015417803,7,,,96.3456,120.429,10^-62.7838,,,,,100,0.15938384578036202,3,,,93.9667,41.3333,10^1.97333e-08,,,,,
85660,1,28641,Bombus hortorum,"",eukaryota,false,4250.23588747632,100,,,,,,,,,,,,,100,0.425023588747632,8,1,6,51.998,44.25,10^0.7275,,,,,
207636,1,28641,Bombus haemorrhoidalis,"",eukaryota,false,4207.733528601557,100,100,0.425023588747632,8,1,4,88.4366,85.4286,10^-22.8978,,,,,,,,,,,,,,,,,
396416,1,28641,Bombus pyrosoma,"",eukaryota,false,2103.8667643007784,100,100,0.212511794373816,4,,,98.0723,141.5,10^-80.2527,,,,,,,,,,,,,,,,,
309967,1,28641,Bombus maxillosus,"",eukaryota,false,1588.5256629442747,100,100,0.053127948593454,1,,,96.923,130.0,10^-70.6803,,,,,100,0.106255897186908,2,,,96.9,32.0,10^3.39e-14,,,,,
184053,1,28641,Bombus melanurus,"",eukaryota,false,1577.900073225584,100,100,0.15938384578036202,3,,,99.2713,139.333,10^-81.175,,,,,,,,,,,,,,,,,
203815,1,28641,Bombus transversalis,"",eukaryota,false,1062.55897186908,100,,,,,,,,,,,,,100,0.106255897186908,2,,,100.0,46.0,10^3.61e-26,,,,,
1276025,1,28641,Bombus perezi,"",eukaryota,false,1057.2461770097348,100,100,0.053127948593454,1,,,95.588,136.0,10^-72.0331,,,,,100,0.053127948593454,1,,,100.0,35.0,10^1.53e-17,,,,,
