tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids
28641,2,28641,Bombus,bumble bees,eukaryota,false,7367536360.731994,100,99,470402.4418064487,2069002,17802,1918485,98.4836,1284.05,10^-253.229,0.017132,0.0726847,,,100,397222.3070595673,1747129,11021,1686926,97.5109,350.119,10^0.00286945,,,,,"[30195, 132113, 2705177, 207650, 103933, 130701, 30193, 130704, 130694, 1164557, 28643, 130707, 30192, 309941, 207648, 65598, 130678, 30194, 130686, 85660, 203815, 1164558, 421273, 396416, 395536, 217885, 103936, 239131, 207644, 130687]"
30195,1,28641,Bombus terrestris,buff-tailed bumblebee,eukaryota,false,7367536360.731994,100,99,405415.80479317065,1783167,15316,1673907,98.9218,1295.95,10^-261.708,0.017132,0.0726847,,,100,339405.60579541285,1492830,8816,1460554,98.5132,354.208,10^0.00118261,,,,,
132113,1,28641,Bombus impatiens,common eastern bumble bee,eukaryota,false,326625631.84836864,100,100,16076.425571427184,70710,848,57213,95.2482,897.461,10^-187.171,,,,,100,16746.901869123954,73659,933,62534,92.4539,198.073,10^0.00911543,,,,,
2705177,1,28641,Bombus vancouverensis,"",eukaryota,false,319405018.18579763,100,100,17460.803386508785,76799,565,68216,95.9858,875.785,10^-201.353,,,,,100,14654.306465936064,64455,545,57628,94.4451,276.138,10^0.00461276,,,,,
207650,1,28641,Bombus vosnesenskii,"",eukaryota,false,264029087.09671742,100,100,12285.244742639909,54035,543,45425,96.1208,1348.31,10^-200.854,,,,,100,14240.516414458232,62635,466,56996,91.6957,313.421,10^0.00653811,,,,,
103933,1,28641,Bombus bifarius,"",eukaryota,false,165115803.76277196,100,100,10913.82628631338,48003,475,38860,94.8885,1162.83,10^-229.722,,,,,100,5706.8923528269515,25101,222,20894,85.3185,158.91,10^0.0652531,,,,,
130701,1,28641,Bombus hypocrita,"",eukaryota,false,77185599.70946968,100,100,5546.378190000935,24395,9,24320,99.2778,2650.3,10^-222.309,,,,,100,2227.645562846041,9798,4,9774,98.1231,1755.83,10^0.00152952,,,,,
30193,1,28641,Bombus lucorum,white-tailed bumblebee,eukaryota,false,24769790.781502597,100,100,735.2730914721469,3234,14,3159,98.7331,4687.45,10^-297.862,,,,,100,1749.0587175928345,7693,13,7666,99.2965,846.675,10^8.70557e-08,,,,,
130704,1,28641,Bombus ignitus,"",eukaryota,false,21959451.52473758,100,100,782.7907402407551,3443,4,2481,98.7817,202.877,10^-68.0576,,,,,100,1420.9823196354107,6250,7,6221,77.1697,51.2105,10^0.00364177,,,,,
130694,1,28641,Bombus florilegus,"",eukaryota,false,12597997.267262384,100,100,635.2359361698141,2794,3,2757,95.8993,1492.99,10^-291.096,,,,,100,630.9161499181224,2775,3,2773,87.4736,477.249,10^7.32557e-13,,,,,
1164557,1,28641,Bombus lantschouensis,"",eukaryota,false,8201296.084573509,100,100,449.48512734707316,1977,10,1879,99.7474,1863.25,10^-289.806,,,,,100,375.13933238374847,1650,10,1628,99.7933,775.802,10^1.28717e-06,,,,,
28643,1,28641,Bombus pensylvanicus,"",eukaryota,false,934392.5019580179,100,100,91.39758279894963,402,14,258,95.4353,207.905,10^-92.2615,,,,,100,2.9556432248416544,13,1,13,58.333,24.0,10^6.32e-05,,,,,
130707,1,28641,Bombus patagiatus,"",eukaryota,false,559298.6410084977,100,,,,,,,,,,,,,100,55.92986410084977,246,1,245,100.0,415.221,10^4.11261e-06,,,,,
30192,1,28641,Bombus lapidarius,"",eukaryota,false,33830.74706587986,100,100,2.7282860536999887,12,,,98.7934,86.2222,10^-44.949,,,,,100,0.6820715134249972,3,,,97.7,31.6667,10^2.25667e-07,,,,,
309941,1,28641,Bombus affinis,"",eukaryota,false,24759.195937327397,100,100,2.500928882558323,11,1,10,100.0,116.2,10^-53.8228,,,,,,,,,,,,,,,,,
207648,1,28641,Bombus terricola,"",eukaryota,false,22508.359943024905,100,100,2.273571711416657,10,,,99.881,73.7,10^-37.6512,,,,,,,,,,,,,,,,,
65598,1,28641,Bombus pascuorum,"",eukaryota,false,20439.40968563575,100,100,0.22735717114166573,1,,,100.0,100.0,10^-55.6982,,,,,100,1.8188573691333259,8,,,96.6143,31.1429,10^1.93994e-06,,,,,
130678,1,28641,Bombus ardens,"",eukaryota,false,9071.551128552463,100,100,0.22735717114166573,1,,,100.0,100.0,10^-55.6982,,,,,100,0.6820715134249972,3,,,100.0,33.0,10^3.1385e-14,,,,,
30194,1,28641,Bombus pratorum,"",eukaryota,false,6752.507982907472,100,100,0.6820715134249972,3,,,97.1997,65.0,10^-29.1322,,,,,,,,,,,,,,,,,
130686,1,28641,Bombus consobrinus,"",eukaryota,false,4547.143422833315,100,,,,,,,,,,,,,100,0.45471434228333146,2,,,90.9,33.0,10^5.49e-09,,,,,
85660,1,28641,Bombus hortorum,"",eukaryota,false,4547.143422833315,100,,,,,,,,,,,,,100,0.45471434228333146,2,,,95.5,22.0,10^2.22e-05,,,,,
203815,1,28641,Bombus transversalis,"",eukaryota,false,4501.671988604981,100,100,0.45471434228333146,2,,,99.0,100.0,10^-54.3258,,,,,,,,,,,,,,,,,
1164558,1,28641,Bombus longipennis,"",eukaryota,false,2273.5717114166573,100,,,,,,,,,,,,,100,0.22735717114166573,1,,,84.8,33.0,10^4.54e-09,,,,,
421273,1,28641,Bombus sibiricus,"",eukaryota,false,2273.5717114166573,100,,,,,,,,,,,,,100,0.22735717114166573,1,,,84.4,32.0,10^1.57e-07,,,,,
396416,1,28641,Bombus pyrosoma,"",eukaryota,false,2273.5717114166573,100,,,,,,,,,,,,,100,0.22735717114166573,1,,,93.9,33.0,10^8.41e-09,,,,,
395536,1,28641,Bombus kashmirensis,"",eukaryota,false,2273.5717114166573,100,,,,,,,,,,,,,100,0.22735717114166573,1,,,96.6,29.0,10^8.84e-07,,,,,
217885,1,28641,Bombus occidentalis,"",eukaryota,false,2273.5717114166573,100,,,,,,,,,,,,,100,0.22735717114166573,1,,,92.9,28.0,10^5.62e-07,,,,,
103936,1,28641,Bombus monticola,"",eukaryota,false,2273.5717114166573,100,,,,,,,,,,,,,100,0.22735717114166573,1,,,93.1,29.0,10^6.72e-12,,,,,
239131,1,28641,Bombus vagans,"",eukaryota,false,2250.8359943024907,100,100,0.22735717114166573,1,,,99.0,100.0,10^-54.3258,,,,,,,,,,,,,,,,,
207644,1,28641,Bombus perplexus,"",eukaryota,false,2250.8359943024907,100,100,0.22735717114166573,1,,,100.0,90.0,10^-48.8821,,,,,,,,,,,,,,,,,
130687,1,28641,Bombus cryptarum,"",eukaryota,false,2250.8359943024907,100,100,0.22735717114166573,1,,,98.529,68.0,10^-32.5354,,,,,,,,,,,,,,,,,
27977,2,27977,Nosema,"",eukaryota,false,347299446.7774515,100,100,3341.468344269061,14697,27,11144,90.9697,1364.98,10^-209.403,,,,,100,37374.563292465005,164387,2181,161753,67.971,338.687,10^0.00464205,,,,,"[40302, 35231, 40135, 83296, 27978, 1112939, 885908, 231490, 415164, 2485486, 1637602, 319079, 415163, 332525, 755344, 1633330, 40300]"
40302,1,27977,Nosema ceranae,"",eukaryota,false,347299446.7774515,100,100,1827.0422272944259,8036,22,4957,84.6389,833.197,10^-150.979,,,,,100,32902.902450450725,144719,1912,142724,68.9256,357.405,10^0.00243616,,,,,
35231,1,27977,Nosema apis,"",eukaryota,false,33362391.29332803,100,100,0.45471434228333146,2,,,95.048,41.0,10^-12.859,,,,,100,3335.7844149905195,14672,156,14241,62.2858,191.464,10^0.0126825,,,,,
40135,1,27977,Nosema bombi,"",eukaryota,false,14355331.785884773,100,100,1408.0229608803359,6193,5,6187,99.8698,2220.0,10^-306.801,,,,,100,27.510217708141553,121,1,121,99.654,289.0,10^0.0,,,,,
83296,1,27977,Nosema granulosis,"",eukaryota,false,9883216.22952821,100,,,,,,,,,,,,,100,988.3216229528209,4347,91,4195,54.8785,214.639,10^0.0456009,,,,,
27978,1,27977,Nosema bombycis,"",eukaryota,false,1461906.6104409108,100,100,26.828146194716556,118,,,90.2754,72.1111,10^-26.0367,,,,,100,119.3625148493745,525,21,472,57.1957,128.297,10^0.0585069,,,,,
1112939,1,27977,Nosema pernyi,"",eukaryota,false,500185.7765116647,100,100,49.336506137741466,217,,,90.2168,62.441,10^-21.197,,,,,100,0.6820715134249972,3,,,39.286,28.0,10^0.18,,,,,
885908,1,27977,Nosema mylitta,"",eukaryota,false,195527.1671818325,100,100,19.55271671818325,86,,,95.4403,65.4321,10^-27.9513,,,,,,,,,,,,,,,,,
231490,1,27977,Nosema spodopterae,"",eukaryota,false,22735.71711416657,100,100,2.273571711416657,10,,,85.7203,93.6,10^-32.947,,,,,,,,,,,,,,,,,
